"","day","hijri_day","imsak","fajr","sunrise","duhr","asr","maghrib","isha","qiyam","cities","sunset"
"1848",2024-01-18,6,1899-12-31 05:07:00,1899-12-31 05:07:00,"05:07",1899-12-31 12:26:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:22:00,"Ipoh","18:23"
"1849",2024-01-19,7,1899-12-31 05:07:00,1899-12-31 05:07:00,"05:07",1899-12-31 12:26:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:22:00,"Ipoh","18:23"
"1850",2024-01-20,8,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:49:00,1899-12-31 18:23:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Ipoh","18:23"
"1851",2024-01-21,9,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:27:00,1899-12-31 15:50:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Ipoh","18:24"
"1852",2024-01-22,10,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:27:00,1899-12-31 15:50:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:23:00,"Ipoh","18:24"
"1853",2024-01-23,11,1899-12-31 05:09:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:50:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:23:00,"Ipoh","18:24"
"1854",2024-01-24,12,1899-12-31 05:09:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:28:00,1899-12-31 15:50:00,1899-12-31 18:25:00,1899-12-31 19:38:00,1899-12-31 00:23:00,"Ipoh","18:25"
"1855",2024-01-25,13,1899-12-31 05:09:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:28:00,1899-12-31 15:50:00,1899-12-31 18:25:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:25"
"1856",2024-01-26,14,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:51:00,1899-12-31 18:25:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:25"
"1857",2024-01-27,15,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:51:00,1899-12-31 18:26:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:26"
"1858",2024-01-28,16,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:51:00,1899-12-31 18:26:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:26"
"1859",2024-01-29,17,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:26:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:26"
"1860",2024-01-30,18,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:26:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:26"
"1861",2024-01-31,19,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:27:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:27"
"1862",2024-02-01,20,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:27:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:27"
"1863",2024-02-02,21,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:27:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:27"
"1864",2024-02-03,22,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:27:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:27"
"1865",2024-02-04,23,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:51:00,1899-12-31 18:28:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:28"
"1866",2024-02-05,24,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:28:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:28"
"1867",2024-02-06,25,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:28:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:28"
"1868",2024-02-07,26,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:28:00,1899-12-31 19:39:00,1899-12-31 00:26:00,"Ipoh","18:28"
"1869",2024-02-08,27,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:28:00,1899-12-31 19:39:00,1899-12-31 00:26:00,"Ipoh","18:28"
"1870",2024-02-09,28,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:28:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:28"
"1871",2024-02-10,29,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1872",2024-02-11,30,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1873",2024-02-12,1,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1874",2024-02-13,2,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:51:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1875",2024-02-14,3,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:50:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1876",2024-02-15,4,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:50:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1877",2024-02-16,5,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:50:00,1899-12-31 18:29:00,1899-12-31 19:40:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1878",2024-02-17,6,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:50:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1879",2024-02-18,7,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:49:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:26:00,"Ipoh","18:29"
"1880",2024-02-19,8,1899-12-31 05:12:00,1899-12-31 05:12:00,"05:12",1899-12-31 12:30:00,1899-12-31 15:49:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1881",2024-02-20,9,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:49:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1882",2024-02-21,10,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:48:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1883",2024-02-22,11,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:48:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1884",2024-02-23,12,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:48:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1885",2024-02-24,13,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:47:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1886",2024-02-25,14,1899-12-31 05:11:00,1899-12-31 05:11:00,"05:11",1899-12-31 12:29:00,1899-12-31 15:47:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1887",2024-02-26,15,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:29:00,1899-12-31 15:46:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:25:00,"Ipoh","18:29"
"1888",2024-02-27,16,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:46:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:24:00,"Ipoh","18:29"
"1889",2024-02-28,17,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:46:00,1899-12-31 18:29:00,1899-12-31 19:39:00,1899-12-31 00:24:00,"Ipoh","18:29"
"1890",2024-02-29,18,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:45:00,1899-12-31 18:29:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:29"
"1891",2024-03-01,19,1899-12-31 05:10:00,1899-12-31 05:10:00,"05:10",1899-12-31 12:28:00,1899-12-31 15:44:00,1899-12-31 18:29:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:29"
"1892",2024-03-02,20,1899-12-31 05:09:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:28:00,1899-12-31 15:44:00,1899-12-31 18:29:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:29"
"1893",2024-03-03,21,1899-12-31 05:09:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:28:00,1899-12-31 15:43:00,1899-12-31 18:29:00,1899-12-31 19:38:00,1899-12-31 00:24:00,"Ipoh","18:29"
"1894",2024-03-04,22,1899-12-31 05:09:00,1899-12-31 05:09:00,"05:09",1899-12-31 12:27:00,1899-12-31 15:43:00,1899-12-31 18:29:00,1899-12-31 19:38:00,1899-12-31 00:23:00,"Ipoh","18:29"
"1895",2024-03-05,23,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:27:00,1899-12-31 15:42:00,1899-12-31 18:29:00,1899-12-31 19:38:00,1899-12-31 00:23:00,"Ipoh","18:29"
"1896",2024-03-06,24,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:27:00,1899-12-31 15:42:00,1899-12-31 18:28:00,1899-12-31 19:38:00,1899-12-31 00:23:00,"Ipoh","18:28"
"1897",2024-03-07,25,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:27:00,1899-12-31 15:41:00,1899-12-31 18:28:00,1899-12-31 19:37:00,1899-12-31 00:23:00,"Ipoh","18:28"
"1898",2024-03-08,26,1899-12-31 05:08:00,1899-12-31 05:08:00,"05:08",1899-12-31 12:26:00,1899-12-31 15:40:00,1899-12-31 18:28:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Ipoh","18:28"
"1899",2024-03-09,27,1899-12-31 05:07:00,1899-12-31 05:07:00,"05:07",1899-12-31 12:26:00,1899-12-31 15:40:00,1899-12-31 18:28:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Ipoh","18:28"
"1900",2024-03-10,28,1899-12-31 05:07:00,1899-12-31 05:07:00,"05:07",1899-12-31 12:26:00,1899-12-31 15:39:00,1899-12-31 18:28:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Ipoh","18:28"
"1901",2024-03-11,29,1899-12-31 05:06:00,1899-12-31 05:06:00,"05:06",1899-12-31 12:26:00,1899-12-31 15:38:00,1899-12-31 18:28:00,1899-12-31 19:37:00,1899-12-31 00:22:00,"Ipoh","18:28"
"1902",2024-03-12,1,1899-12-31 05:06:00,1899-12-31 05:06:00,"05:06",1899-12-31 12:25:00,1899-12-31 15:38:00,1899-12-31 18:28:00,1899-12-31 19:37:00,1899-12-31 00:21:00,"Ipoh","18:28"
"1903",2024-03-13,2,1899-12-31 05:06:00,1899-12-31 05:06:00,"05:06",1899-12-31 12:25:00,1899-12-31 15:37:00,1899-12-31 18:28:00,1899-12-31 19:36:00,1899-12-31 00:21:00,"Ipoh","18:28"
"1904",2024-03-14,3,1899-12-31 05:05:00,1899-12-31 05:05:00,"05:05",1899-12-31 12:25:00,1899-12-31 15:36:00,1899-12-31 18:27:00,1899-12-31 19:36:00,1899-12-31 00:21:00,"Ipoh","18:27"
"1905",2024-03-15,4,1899-12-31 05:05:00,1899-12-31 05:05:00,"05:05",1899-12-31 12:25:00,1899-12-31 15:35:00,1899-12-31 18:27:00,1899-12-31 19:36:00,1899-12-31 00:21:00,"Ipoh","18:27"
"1906",2024-03-16,5,1899-12-31 05:05:00,1899-12-31 05:05:00,"05:05",1899-12-31 12:24:00,1899-12-31 15:34:00,1899-12-31 18:27:00,1899-12-31 19:36:00,1899-12-31 00:20:00,"Ipoh","18:27"
"1907",2024-03-17,6,1899-12-31 05:04:00,1899-12-31 05:04:00,"05:04",1899-12-31 12:24:00,1899-12-31 15:34:00,1899-12-31 18:27:00,1899-12-31 19:36:00,1899-12-31 00:20:00,"Ipoh","18:27"
"1908",2024-03-18,7,1899-12-31 05:04:00,1899-12-31 05:04:00,"05:04",1899-12-31 12:24:00,1899-12-31 15:33:00,1899-12-31 18:27:00,1899-12-31 19:36:00,1899-12-31 00:20:00,"Ipoh","18:27"
"1909",2024-03-19,8,1899-12-31 05:03:00,1899-12-31 05:03:00,"05:03",1899-12-31 12:23:00,1899-12-31 15:32:00,1899-12-31 18:27:00,1899-12-31 19:35:00,1899-12-31 00:19:00,"Ipoh","18:27"
"1910",2024-03-20,9,1899-12-31 05:03:00,1899-12-31 05:03:00,"05:03",1899-12-31 12:23:00,1899-12-31 15:31:00,1899-12-31 18:26:00,1899-12-31 19:35:00,1899-12-31 00:19:00,"Ipoh","18:26"
"1911",2024-03-21,10,1899-12-31 05:02:00,1899-12-31 05:02:00,"05:02",1899-12-31 12:23:00,1899-12-31 15:30:00,1899-12-31 18:26:00,1899-12-31 19:35:00,1899-12-31 00:19:00,"Ipoh","18:26"
"1912",2024-03-22,11,1899-12-31 05:02:00,1899-12-31 05:02:00,"05:02",1899-12-31 12:22:00,1899-12-31 15:29:00,1899-12-31 18:26:00,1899-12-31 19:35:00,1899-12-31 00:19:00,"Ipoh","18:26"
"1913",2024-03-23,12,1899-12-31 05:02:00,1899-12-31 05:02:00,"05:02",1899-12-31 12:22:00,1899-12-31 15:28:00,1899-12-31 18:26:00,1899-12-31 19:35:00,1899-12-31 00:18:00,"Ipoh","18:26"
"1914",2024-03-24,13,1899-12-31 05:01:00,1899-12-31 05:01:00,"05:01",1899-12-31 12:22:00,1899-12-31 15:28:00,1899-12-31 18:26:00,1899-12-31 19:35:00,1899-12-31 00:18:00,"Ipoh","18:26"
"1915",2024-03-25,14,1899-12-31 05:01:00,1899-12-31 05:01:00,"05:01",1899-12-31 12:22:00,1899-12-31 15:27:00,1899-12-31 18:26:00,1899-12-31 19:35:00,1899-12-31 00:18:00,"Ipoh","18:26"
"1916",2024-03-26,15,1899-12-31 05:00:00,1899-12-31 05:00:00,"05:00",1899-12-31 12:21:00,1899-12-31 15:26:00,1899-12-31 18:25:00,1899-12-31 19:34:00,1899-12-31 00:17:00,"Ipoh","18:25"
"1917",2024-03-27,16,1899-12-31 05:00:00,1899-12-31 05:00:00,"05:00",1899-12-31 12:21:00,1899-12-31 15:25:00,1899-12-31 18:25:00,1899-12-31 19:34:00,1899-12-31 00:17:00,"Ipoh","18:25"
"1918",2024-03-28,17,1899-12-31 04:59:00,1899-12-31 04:59:00,"04:59",1899-12-31 12:21:00,1899-12-31 15:24:00,1899-12-31 18:25:00,1899-12-31 19:34:00,1899-12-31 00:17:00,"Ipoh","18:25"
"1919",2024-03-29,18,1899-12-31 04:59:00,1899-12-31 04:59:00,"04:59",1899-12-31 12:20:00,1899-12-31 15:23:00,1899-12-31 18:25:00,1899-12-31 19:34:00,1899-12-31 00:16:00,"Ipoh","18:25"
"1920",2024-03-30,19,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:20:00,1899-12-31 15:22:00,1899-12-31 18:25:00,1899-12-31 19:34:00,1899-12-31 00:16:00,"Ipoh","18:25"
"1921",2024-03-31,20,1899-12-31 04:58:00,1899-12-31 04:58:00,"04:58",1899-12-31 12:20:00,1899-12-31 15:21:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:16:00,"Ipoh","18:24"
"1922",2024-04-01,21,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:20:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:15:00,"Ipoh","18:24"
"1923",2024-04-02,22,1899-12-31 04:57:00,1899-12-31 04:57:00,"04:57",1899-12-31 12:19:00,1899-12-31 15:21:00,1899-12-31 18:24:00,1899-12-31 19:33:00,1899-12-31 00:15:00,"Ipoh","18:24"
"1924",2024-04-03,23,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:19:00,1899-12-31 15:21:00,1899-12-31 18:24:00,1899-12-31 19:33:00,1899-12-31 00:15:00,"Ipoh","18:24"
"1925",2024-04-04,24,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:19:00,1899-12-31 15:22:00,1899-12-31 18:24:00,1899-12-31 19:33:00,1899-12-31 00:15:00,"Ipoh","18:24"
"1926",2024-04-05,25,1899-12-31 04:56:00,1899-12-31 04:56:00,"04:56",1899-12-31 12:18:00,1899-12-31 15:22:00,1899-12-31 18:24:00,1899-12-31 19:33:00,1899-12-31 00:14:00,"Ipoh","18:24"
"1927",2024-04-06,26,1899-12-31 04:55:00,1899-12-31 04:55:00,"04:55",1899-12-31 12:18:00,1899-12-31 15:23:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:14:00,"Ipoh","18:23"
"1928",2024-04-07,27,1899-12-31 04:55:00,1899-12-31 04:55:00,"04:55",1899-12-31 12:18:00,1899-12-31 15:23:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:14:00,"Ipoh","18:23"
"1929",2024-04-08,28,1899-12-31 04:54:00,1899-12-31 04:54:00,"04:54",1899-12-31 12:17:00,1899-12-31 15:24:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:13:00,"Ipoh","18:23"
"1930",2024-04-09,29,1899-12-31 04:54:00,1899-12-31 04:54:00,"04:54",1899-12-31 12:17:00,1899-12-31 15:24:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:13:00,"Ipoh","18:23"
"1931",2024-04-10,30,1899-12-31 04:53:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:17:00,1899-12-31 15:25:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:13:00,"Ipoh","18:23"
"1932",2024-04-11,1,1899-12-31 04:53:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:17:00,1899-12-31 15:25:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:13:00,"Ipoh","18:23"
"1933",2024-04-12,2,1899-12-31 04:52:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:16:00,1899-12-31 15:25:00,1899-12-31 18:23:00,1899-12-31 19:33:00,1899-12-31 00:12:00,"Ipoh","18:23"
"1934",2024-04-13,3,1899-12-31 04:52:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:16:00,1899-12-31 15:26:00,1899-12-31 18:22:00,1899-12-31 19:33:00,1899-12-31 00:12:00,"Ipoh","18:22"
"1935",2024-04-14,4,1899-12-31 04:51:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:16:00,1899-12-31 15:26:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:12:00,"Ipoh","18:22"
"1936",2024-04-15,5,1899-12-31 04:51:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:16:00,1899-12-31 15:26:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:12:00,"Ipoh","18:22"
"1937",2024-04-16,6,1899-12-31 04:50:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:15:00,1899-12-31 15:27:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:11:00,"Ipoh","18:22"
"1938",2024-04-17,7,1899-12-31 04:50:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:15:00,1899-12-31 15:27:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:11:00,"Ipoh","18:22"
"1939",2024-04-18,8,1899-12-31 04:49:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:15:00,1899-12-31 15:27:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:11:00,"Ipoh","18:22"
"1940",2024-04-19,9,1899-12-31 04:49:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:15:00,1899-12-31 15:28:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:11:00,"Ipoh","18:22"
"1941",2024-04-20,10,1899-12-31 04:49:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:15:00,1899-12-31 15:28:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:10:00,"Ipoh","18:22"
"1942",2024-04-21,11,1899-12-31 04:48:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:14:00,1899-12-31 15:28:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:10:00,"Ipoh","18:22"
"1943",2024-04-22,12,1899-12-31 04:48:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:14:00,1899-12-31 15:29:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:10:00,"Ipoh","18:22"
"1944",2024-04-23,13,1899-12-31 04:47:00,1899-12-31 04:47:00,"04:47",1899-12-31 12:14:00,1899-12-31 15:29:00,1899-12-31 18:22:00,1899-12-31 19:32:00,1899-12-31 00:10:00,"Ipoh","18:22"
"1945",2024-04-24,14,1899-12-31 04:47:00,1899-12-31 04:47:00,"04:47",1899-12-31 12:14:00,1899-12-31 15:29:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:10:00,"Ipoh","18:21"
"1946",2024-04-25,15,1899-12-31 04:46:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:14:00,1899-12-31 15:30:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:10:00,"Ipoh","18:21"
"1947",2024-04-26,16,1899-12-31 04:46:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:13:00,1899-12-31 15:30:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:09:00,"Ipoh","18:21"
"1948",2024-04-27,17,1899-12-31 04:46:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:13:00,1899-12-31 15:30:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:09:00,"Ipoh","18:21"
"1949",2024-04-28,18,1899-12-31 04:45:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:13:00,1899-12-31 15:30:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:09:00,"Ipoh","18:21"
"1950",2024-04-29,19,1899-12-31 04:45:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:13:00,1899-12-31 15:31:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:09:00,"Ipoh","18:21"
"1951",2024-04-30,20,1899-12-31 04:45:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:13:00,1899-12-31 15:31:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:09:00,"Ipoh","18:21"
"1952",2024-05-01,21,1899-12-31 04:44:00,1899-12-31 04:44:00,"04:44",1899-12-31 12:13:00,1899-12-31 15:31:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:09:00,"Ipoh","18:21"
"1953",2024-05-02,22,1899-12-31 04:44:00,1899-12-31 04:44:00,"04:44",1899-12-31 12:13:00,1899-12-31 15:32:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1954",2024-05-03,23,1899-12-31 04:43:00,1899-12-31 04:43:00,"04:43",1899-12-31 12:13:00,1899-12-31 15:32:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1955",2024-05-04,24,1899-12-31 04:43:00,1899-12-31 04:43:00,"04:43",1899-12-31 12:12:00,1899-12-31 15:32:00,1899-12-31 18:21:00,1899-12-31 19:33:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1956",2024-05-05,25,1899-12-31 04:43:00,1899-12-31 04:43:00,"04:43",1899-12-31 12:12:00,1899-12-31 15:32:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1957",2024-05-06,26,1899-12-31 04:42:00,1899-12-31 04:42:00,"04:42",1899-12-31 12:12:00,1899-12-31 15:33:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1958",2024-05-07,27,1899-12-31 04:42:00,1899-12-31 04:42:00,"04:42",1899-12-31 12:12:00,1899-12-31 15:33:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1959",2024-05-08,28,1899-12-31 04:42:00,1899-12-31 04:42:00,"04:42",1899-12-31 12:12:00,1899-12-31 15:33:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1960",2024-05-09,29,1899-12-31 04:42:00,1899-12-31 04:42:00,"04:42",1899-12-31 12:12:00,1899-12-31 15:33:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1961",2024-05-10,1,1899-12-31 04:41:00,1899-12-31 04:41:00,"04:41",1899-12-31 12:12:00,1899-12-31 15:34:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:08:00,"Ipoh","18:21"
"1962",2024-05-11,2,1899-12-31 04:41:00,1899-12-31 04:41:00,"04:41",1899-12-31 12:12:00,1899-12-31 15:34:00,1899-12-31 18:22:00,1899-12-31 19:35:00,1899-12-31 00:08:00,"Ipoh","18:22"
